text,language
"Elektroninis jutiklis, kurio nesugrupuotų pikselių tankis yra ne didesnis kaip 500 µm, specialiai suprojektuotas arba modifikuotas 'krūvio dauginimui' sukelti be mikrokanalinės plokštelės; ir",Lithuanian
"2018 m. rugpjūčio 13 d. raštu Komisija pranešė Nyderlandams, kad turi visą prašymui įvertinti būtiną informaciją;",Lithuanian
ነገሩን በምሳሌ ለማስረዳት ያህል አደጋ ከደረሰበት መርከብ በሕይወት ተርፋችሁ ሳትሰጥሙ ለመቆየት በመጣጣር ላይ ናችሁ እንበል ።,Amharic
በተመሳሳይ እኛም ምሥራቹን ስንሰብክ የመጽሐፍ ቅዱስ ጥናት የማግኘት ግብ ሊኖረን ይገባል ።,Amharic
በሩሲያ ፖለቲካ ውስጥ ከፍተኛ ስፍራ የሚሰጠውና የተቃዋሚ ፓርቲ መሪ የሆነው አሌክሲ ናቫልኒ ጉዳይ በፍርድ ቤት መታየት ጀምሯል።,Amharic
"ቸነፈር ተብሎ የተተረጎመው የግሪክኛ ቃል ""ማንኛውንም ለሞት የሚያደርስ ተላላፊ በሽታ"" ያመለክታል ።",Amharic
ስለዚህ ክርስትና የሐሳብ ጉዳይ ሳይሆን የሕይወት መንገድ ነው ። - 3 / 1 ገጽ 15,Amharic
እንዲያውም ታላቁ ፈጣሪ በሚያስገርምና በሚያስደንቅ መንገድ ሰውን ከምድር አፈር ለማበጀት በመቻሉ ይሖዋ ላለው ከፍተኛ ኃይል ፣ ችሎታና ተግባራዊ ጥበብ ያለንን አድናቆት ይጨምርልናል ። - ዘዳግም 32: 4 ፤ መዝሙር 139: 14,Amharic
(ሀ) በዳዊት ሕይወት ላይ ከደረሱት ነገሮች በመነሳት በእኛ ሕይወት ላይ ስለሚደርሱ አምላክ ስለሚያውቃቸው አንዳንድ ነገሮች ሐሳብ ስጥ ። (ለ) ይህንን ማወቃችን እንዴት ሊነካን ይገባል?,Amharic
Gelişigüzel yapılan kimlik kontrolleri ve üst aramalarında 1.407 kişi 9 bin 116 adet yasa ihlalinden tutuklandı.,Turkish
Kosova üzerinde bir miktar egemenliği elinde tutma konusunda ısrar eden Sırbistan çözüm önerisine şiddetle karşı çıktı.,Turkish
"tanesi 1,000 dolardan deri altına yapılan enjeksiyonlar, toplam 20 defa.",Turkish
"İktidardaki AKP'nin Hatay milletvekili Mustafa Öztürk, mülteci akınının devam etmesi halinde son derece ciddi bir insanlık sorunu meydana gelebileceğinden endişe ediyor.",Turkish
"యెహోవా తనపట్ల విశ్వసనీయంగా ఉండేవారిని ఎన్నటికీ విడిచిపెట్టడని వారికి తెలుసు కాబట్టి, అపవాదియైన సాతాను తమకేదో చేస్తాడనే ఎలాంటి భయానికీ వారు లొంగిపోలేదు.",Telugu
"లో ''టార్జాన్ ది ఏప్ మ్యాన్ ''తో ప్రారంభించి, 1948 వరకు పన్నెండు చలన చిత్రాలను నిర్మించింది, ఈ ఫ్రాంచైజ్ ప్రధాన పాత్రలో మాజీ ఒలింపిక్ ఈతగాడు జానీ వెయిస్ముల్లెర్ను నటింపచేసింది.",Telugu
బర్జిల్లయి “రాజువైన నీతో కలసి యెరూషలేముకు వచ్చి ఉండడానికి ఇంకా నేనెంకాలం బతకగలను?,Telugu
"అతడు ఇంచుమించు ఐదు వేలమందిని పట్టణానికి పడమటి వైపున బేతేలుకు, హాయికి మధ్య పొంచి ఉండటానికి నియమించాడు.",Telugu
"ఛార్టర్డ్ అకౌంటెంట్లు, ఆర్టికల్ అసిస్టెంట్లు, మీ సిబ్బంది అందరినీ కలిపితే దాదాపుగా 8 లక్షలకు పైగానే వుంటారు.",Telugu
"జాయన 1213 వ సంవత్సరం నాటికే సాల నాట్య వైదికమణి అనీ, కవి సభాశిఖామణి అనీ పేరొందాడు.",Telugu
"En tel 1962, Senghor el xe sopravisù a on colo de stato.",Venetian
"El contien do conceti de baxe (uno el roverso de l'altro), che i è el conceto de integral e quel de derivada che i xe łigài dal teorema fondamentałe del càlcoło integrałe.",Venetian
"Se trata de trau de cimento armà (""travet"") metesti a na distanẑa de circa medo metro, e in meẑ a sti qua se ghe met elementi de teracota, tipo i matoi, ciamadi ""pignate""; sora i travet e le pignate se geta la caldana de betume de'n spessor minimo de 4 schei.",Venetian
"Seben che molte de ste vixióni gapia n’orìxene rełigioxa, łe cuestioni sołevà da ła clonasion se trova de fronte anca a poxisioni secołari.i",Venetian
"Venesia ła xé vegnùa fora da sta situasion, spece da có el véro el xé stà doprà per ła reałixasion de lanpadari, ancuo infrà i prodóti più cognosùi de Muran.",Venetian
"El teritorio provinciałe el se estende prinsipalmente in pianura e in cołina (ła montagna ła ocupa el 21,3% deła provincia, contro'na media rejonałe del 25%).",Venetian
Algùni ecołogisti fa parfin afidamento su dati enpirici de popołi indigeni che vien racolti da i etnobotanici.,Venetian
"Ło scaco mato nò'l xè l'unico modo in cui se pol vinsare na partia, molto pì comun inte i tornei internasionałi xè l'abandono de uno dei xugadori quando ritien che ła sconfita ła xè inevitabiłe.",Venetian
"Semoga Allah Subhanahu Wata'ala akan memberikan pahala yang berlipat ganda atas usaha yang berkebajikan ini, ujar Awang Haji Mohammad Fadillah yang berkerja di sektor swasta.",Standard Malay
Askar-askar Britain sebaliknya ditinggalkan untuk mempertahankan kedudukan tentera bersekutu di Basra.,Standard Malay
Tidak mengapa kalau sekiranya hujan itu berhenti di pertengahan solat pertama atau di pertengahan solat kedua.,Standard Malay
"Ini disebabkan beliau adalah pelajar perempuan yang paling tua dan sebagai seorang anak sulung, perkara tersebut tidak menjadi asing lagi.",Standard Malay
"Seterusnya, majlis Mesyuarat Kerajaan Negeri yang ke-21 telah meluluskan syor penubuhan Institut Kajian Hadis Selangor pada 4 Julai, 2007.",Standard Malay
"Menurutnya, atlet juga mengemaskini taktik serangan, di samping memantapkan strategi ketika mengadakan perlawanan sebenar nanti.",Standard Malay
Hanya ikat anak benih pada batang kayu menggunakan tali atau lekatkan ke dalam lubang pada kayu hanyut dan sebagainya.,Standard Malay
"YTM bersabda, Negara Brunei Darussalam telah banyak menyokong terhadap inisiatif-inisiatif tersebut dan telah melaksanakan beberapa dasar dan undang-undang alam sekitar yang menekankan kepada konservatif alam semula jadi pengurusan alam sekitar kita.",Standard Malay
ھێندێک بەشی دیوارەگەورەکە بەدرێژایی مێژوو داڕماوە، بەھەرحاڵ زۆربەی بەش و پارچەکانی نۆژەن کراوەتەوە و، بەشی سەرەکی دیوارەکەش درێژیەکەی ئەگاتە نزیکەی ٣٤٦٠کم. پارچەکانی تریش ٢٩٠٠کم بۆ سەر درێژیەکەی زیاد ئەکەن.,Central Kurdish
خواردنەوەی تێکەڵاوی یەک کەوچکی چێشت لەگەڵ گیراوەی نیو پارچە لیمۆ پێش نانی بەیانیان بۆ ماوەی ٣ ڕۆژ باشە بۆ دەرکردنی کرمەکانی ناو ڕیخۆڵەی منداڵ.,Central Kurdish
بەردی کۆن: ئەم چاخە نزیکەی ٣٥٠ ھەزار ساڵی خایاند. لەم سەردەمەدا تەوری بەردین و بەردی تیژ ساز کرا. لەم چاخەیە کە دەوترێ مرۆڤ شێوازی لە مەیموون دەچوو. پاشماوەی ئەم شارستانییەتە لە یەک کیلۆمەتریی شاری چەمچەماڵ (لە ساڵی ١٩٤٩دا) لە ناوچەیەک بە ناوی «بەردەبەڵەک» دۆزراوەتەوە.,Central Kurdish
ئازاد جوندیانی (لەدایک بووی ١٩٦٠) ئەندامی مەکتەبی سیاسی یەکێتی نیشتمانی کوردستانە وە سەرۆکی دەزگای ڕاگەیاندن و پەیوەندیەگشتیەکانی یەکێتی نیشتمانی کوردستان بوو ئێستا سیاسەتمەدارێکی سەربەخۆ و کەسێکی نزیکی مەسعود بارزانیە.,Central Kurdish
شاور ڕێکەوتنێکی نهێنی کردبوو لەگەڵ خاچپەرستەکان، تا شەڕبکەن بەسەر نورەددین زەنگی لە شام، هەروەها ڕێکەوت لەگەڵیان تا سوارەکانی خاچپەرستەکان پاسەوانی دەروازەی قاهیرە بکەن لە ساڵی ٥٦٢ک.,Central Kurdish
عەلی مەلیک گوندێکە، کەوتووەتە گوندستانی سەندوس، ناوچەی ناوەندی شارستانی نەغەدە، شارستانی نەغەدە، پارێزگای ئازەربایجانی ڕۆژاوا، ڕۆژھەڵاتی کوردستان..,Central Kurdish
عەلیخا بێجگە لە نووسینی شێعر و وتار و چیرۆک لە گۆڤار و بڵاڤۆکەکانی ڕۆژھەڵات و باشووری کوردستاندا، ساڵی ٢٠٠٩ یەکەم دیوانە شێعری بڵاو کردەوە. شێعرەکانی سەر بە شێوازی نوێن. ساڵی ٢٠١٥ یەکەم کتێبی کۆمەڵەچیرۆکی چاپ کرا.,Central Kurdish
دیارە ھەولێریش سەردەستەی ئەم گۆڕانکاریانە بوو، لەسەردەمی ئینگلیزەکان (حاکم سیاسی) لەلیواکان کاریان کردووە، یاریدەدەری دادوەری ڕامیاریش واتە (مساعد لحاکم السیاسی) لەقەزایەکان دانیشتوون (دەبلیو- ئار-ئێچ) کەئەفسەرێکی ئینگلیزە، یەکەم یاریدەدەری دادوەری رامیاری بووە لەھەولێر، پاشان کە ھەولێر بووەتە پارێزگا ھەر بەخۆی بووە بە دادوەری ڕامیاری ئەم شارە، لەپەرتووکی (دوو ساڵ لەکوردستان) کە بیرەوەرییەکانی خۆیەتی ئاماژە بەوەدەکات ھەولێر ڕۆژی (١/١١/١٩١٩) بووەتە پارێزگا و بەگوێرەی ئەم کتێبەبێت (دەبلیۆ-ئار-ئێچ) یەکەم پارێزگاری ھەولێر بووە لەپاش نەمانی دەسەڵاتی عوسمانلییەکان، بەڵام دووای پێکەوەنانی دەوڵەتی عێراق و لکاندنی کوردستان بەعێراقەوە کەسانی شارەکە یان عێراقی ئەو پلەیان وەرگرتووە.,Central Kurdish
لە ئازاری ٢٠١٨، نێتفلیکس ڕایانگەیاند کە وەرزی یەکەمی زنجیرەکە لە کاتی بەرھەمھێنانە، کە پێکھاتووە لە ١٠ ئەڵقە. وێنەگرتنی سەرەکیی زنجیرەکە لە ٧ی ئازاری ھەمان ساڵ دەستیپێکرد لە ئەستەمبوڵ. وەرزی دووەمی زنجیرەکە لە ٢٤ی نیسانی ٢٠١٩ بڵاوکرایەوە.,Central Kurdish
بڕیارنامەی ١٧٧١ی ئەنجومەنی ئاسایشی نەتەوە یەکگرتووەکان کە لە ڕێکەوتی ١٠ی ئابی ٢٠٠٧دا پەسندکرا، بەڵگەیەکی نێونەتەوەیییە لەمەڕ بارودۆخی کۆماری دیموکراتیکی کۆنگۆ. ئەم بڕیارنامەیە لە دوای کۆبوونەوەی ژمارەی ٥٬٧٣٠ ەم، بە ١٥ دەنگی لەگەڵ، ٠ی دژ و ٠ی بێ لایەن پەسندکرا.,Central Kurdish
"Аммо, чи тавре ки Яҳува пешгӯйӣ намуд, Куруш, подшоҳи Форс, онҳоро наҷот дод.",Tajik
"Дар вақтҳои зарурӣ ба талабҳои фарзандатон ""не"" гуфтанро ёд гиред.",Tajik
"Мавзӯи асосии ашъори Мағрибӣ баёни тасаввуфи орифона буда, ҳолатҳои рӯҳонӣ ва бозҷустҳои шоирро фаро мегиранд.",Tajik
"Лекин, ба қарибӣ Шайтон бори охир ба халқи Худо ҳамла мекунад.",Tajik
"Дилпур бошед, ки Яҳува ҳам ҳоло ва ҳам дар ояндаи ҷовидона шуморо ба таври фаровон баракат медиҳад.",Tajik
"Ҳеҷ миллате аз аҷали худ на пеш меафтад ва на дертар мекунад,",Tajik
"ใน ประชาคม คริสเตียน มี ""ผู ้ เฒ ่ า ผู ้ แก ่"" หรือ ผู ้ ปกครอง ซึ ่ ง ได ้ รับ การ แต ่ ง ตั ้ ง ให ้ ช ่ วย เหลือ ผู ้ ที ่ ต ้ องการ ได ้ รับ การ อภัย จาก พระเจ ้ า.",Thai
